Unnamed: 0,time,load_consumption,temperature,pressure,dew_point,heat_index,humidity,solar_irradiance,uv_index,wind_chill
341,2022-09-07 19:55:00,33164.3,22.7,101671.4,15.7,22.5,57.3,0,0,22.7
342,2022-09-07 20:00:00,34127.4,22.6,101674.3,15.6,22.4,56.9,0,0,22.6
343,2022-09-07 20:05:00,34738.5,22.5,101675.9,15.5,22.3,57.1,0,0,22.5
344,2022-09-07 20:10:00,34937.7,22.4,101681.1,15.4,22.2,57.2,0,0,22.4
345,2022-09-07 20:15:00,34175.7,22.3,101686.5,15.5,22.1,57.7,0,0,22.3
346,2022-09-07 20:20:00,35943.4,22.2,101687.8,15.5,22,58.1,0,0,22.2
347,2022-09-07 20:25:00,37253,22.1,101688.7,15.5,21.9,58.5,0,0,22.1
348,2022-09-07 20:30:00,37266.6,22.1,101689.4,15.5,21.9,58.7,0,0,22.1
349,2022-09-07 20:35:00,35569.8,22,101685.6,15.5,21.8,59.1,0,0,22
350,2022-09-07 20:40:00,35516.4,22,101687.8,15.6,21.8,59.6,0,0,22
351,2022-09-07 20:45:00,34569.8,21.9,101686.3,15.6,21.8,60.1,0,0,21.9
352,2022-09-07 20:50:00,36074.5,21.9,101687.6,15.5,21.7,60,0,0,21.9
353,2022-09-07 20:55:00,35800.2,21.8,101688.5,15.6,21.7,60.4,0,0,21.8
354,2022-09-07 21:00:00,35931.2,21.8,101691.7,15.6,21.6,60.7,0,0,21.8
355,2022-09-07 21:05:00,36322.1,21.7,101694.4,15.6,21.6,60.9,0,0,21.7
356,2022-09-07 21:10:00,35054,21.7,101694.8,15.6,21.5,61,0,0,21.7
357,2022-09-07 21:15:00,35768.4,21.6,101698.9,15.5,21.5,61,0,0,21.6
358,2022-09-07 21:20:00,34653.5,21.6,101698.5,15.6,21.4,61.4,0,0,21.6
359,2022-09-07 21:25:00,34464.5,21.5,101704.5,15.5,21.3,61.6,0,0,21.5
360,2022-09-07 21:30:00,34667.7,21.5,101706.4,15.5,21.3,61.6,0,0,21.5
361,2022-09-07 21:35:00,35488.4,21.4,101708.8,15.4,21.2,61.7,0,0,21.4
362,2022-09-07 21:40:00,35633.4,21.3,101712,15.4,21.1,61.7,0,0,21.3
363,2022-09-07 21:45:00,33154.2,21.3,101712.9,15.4,21.1,62.1,0,0,21.3
364,2022-09-07 21:50:00,33212.3,21.2,101713.4,15.4,21,62.6,0,0,21.2
365,2022-09-07 21:55:00,33172.2,21.1,101715.6,15.4,21,63,0,0,21.1
366,2022-09-07 22:00:00,34013,21.1,101714.7,15.4,20.9,63.1,0,0,21.1
367,2022-09-07 22:05:00,33557.6,21,101714.3,15.4,20.8,63.3,0,0,21
368,2022-09-07 22:10:00,32876.9,21,101714.3,15.3,20.8,63.3,0,0,21
369,2022-09-07 22:15:00,33768,20.9,101711.3,15.3,20.7,63.4,0,0,20.9
370,2022-09-07 22:20:00,33919,20.8,101712.7,15.3,20.6,63.9,0,0,20.8
371,2022-09-07 22:25:00,32817.9,20.8,101715.4,15.3,20.6,64,0,0,20.8
372,2022-09-07 22:30:00,33559,20.7,101717,15.3,20.5,64.3,0,0,20.7
373,2022-09-07 22:35:00,34035.4,20.7,101715.6,15.2,20.5,64.3,0,0,20.7
374,2022-09-07 22:40:00,35039,20.6,101718.3,15.3,20.4,64.7,0,0,20.6
375,2022-09-07 22:45:00,33737.4,20.6,101724,15.2,20.4,64.8,0,0,20.6
376,2022-09-07 22:50:00,33523.5,20.5,101723.7,15.2,20.3,64.9,0,0,20.5
377,2022-09-07 22:55:00,33174.3,20.5,101727.6,15.2,20.3,65.3,0,0,20.5
378,2022-09-07 23:00:00,33626.8,20.4,101729.8,15.2,20.2,65.3,0,0,20.4
379,2022-09-07 23:05:00,33954.2,20.4,101731.6,15.2,20.2,65.5,0,0,20.4
380,2022-09-07 23:10:00,32983.9,20.3,101734.1,15.2,20.1,66,0,0,20.3
381,2022-09-07 23:15:00,32903.1,20.3,101734.6,15.2,20.1,66,0,0,20.3
382,2022-09-07 23:20:00,34782.9,20.2,101738.4,15.1,20,66.1,0,0,20.2
383,2022-09-07 23:25:00,34826.4,20.2,101741.1,15.2,20,66.5,0,0,20.2
384,2022-09-07 23:30:00,34380.6,20.1,101742,15.2,19.9,66.7,0,0,20.1
385,2022-09-07 23:35:00,32700.5,20.1,101742,15.1,19.9,66.7,0,0,20.1
386,2022-09-07 23:40:00,27878,20,101738.4,15.1,19.8,66.7,0,0,20
387,2022-09-07 23:45:00,26431.7,20,101738.6,15.1,19.8,67,0,0,20
388,2022-09-07 23:50:00,26462.8,19.9,101735.9,15,19.7,67.1,0,0,19.9
389,2022-09-07 23:55:00,28505.6,19.9,101737.3,15.1,19.7,67.5,0,0,19.9
390,2022-09-08 0:00:00,28666.9,19.8,101737.7,15,19.6,67.6,0,0,19.8
391,2022-09-08 0:05:00,27790.1,19.8,101735,15,19.6,67.9,0,0,19.8
392,2022-09-08 0:10:00,26996.7,19.7,101732.3,14.9,19.5,67.7,0,0,19.7
393,2022-09-08 0:15:00,26785.3,19.7,101730.5,14.9,19.5,67.8,0,0,19.7
394,2022-09-08 0:20:00,26672,19.6,101726.4,14.9,19.4,68,0,0,19.6
395,2022-09-08 0:25:00,26635,19.6,101724.6,14.9,19.4,68,0,0,19.6
396,2022-09-08 0:30:00,26349.8,19.6,101726,14.9,19.4,68,0,0,19.6
397,2022-09-08 0:35:00,27650.9,19.6,101726.4,14.9,19.4,68.1,0,0,19.6
398,2022-09-08 0:40:00,27150.8,19.6,101726,14.9,19.4,68.3,0,0,19.6
399,2022-09-08 0:45:00,27822.6,19.6,101726.7,14.9,19.4,68.3,0,0,19.6
400,2022-09-08 0:50:00,26971.8,19.6,101724.2,14.9,19.4,68.3,0,0,19.6
401,2022-09-08 0:55:00,25654.2,19.6,101723.1,14.9,19.3,68,0,0,19.6
402,2022-09-08 1:00:00,25924.9,19.6,101717.4,14.9,19.3,68,0,0,19.6
403,2022-09-08 1:05:00,26014.6,19.6,101715.4,14.9,19.4,68.2,0,0,19.6
404,2022-09-08 1:10:00,25896.1,19.6,101714,14.9,19.3,68.3,0,0,19.6
405,2022-09-08 1:15:00,25679.5,19.5,101712.7,14.9,19.3,68.6,0,0,19.5
406,2022-09-08 1:20:00,25471,19.5,101713.4,14.9,19.3,68.7,0,0,19.5
407,2022-09-08 1:25:00,25967.2,19.5,101722.8,14.9,19.3,68.5,0,0,19.5
408,2022-09-08 1:30:00,24503.6,19.5,101722.4,14.9,19.3,68.3,0,0,19.5
409,2022-09-08 1:35:00,24589.1,19.5,101721,14.9,19.3,68.3,0,0,19.5
410,2022-09-08 1:40:00,24237.8,19.5,101719.4,14.9,19.3,68.3,0,0,19.5
411,2022-09-08 1:45:00,24457.8,19.5,101717.6,14.9,19.3,68.3,0,0,19.5
412,2022-09-08 1:50:00,23927.5,19.5,101714.7,14.9,19.3,68.5,0,0,19.5
413,2022-09-08 1:55:00,24339.2,19.5,101714.9,14.9,19.2,68.7,0,0,19.5
414,2022-09-08 2:00:00,24286.9,19.4,101715.2,14.8,19.2,68.7,0,0,19.4
415,2022-09-08 2:05:00,24502.5,19.4,101714.9,14.9,19.2,69.1,0,0,19.4
416,2022-09-08 2:10:00,23636.9,19.4,101708.2,14.9,19.2,69.1,0,0,19.4
417,2022-09-08 2:15:00,23791.3,19.4,101706.8,14.9,19.2,69.2,0,0,19.4
418,2022-09-08 2:20:00,24520.7,19.3,101703.4,14.9,19.1,69.3,0,0,19.3
419,2022-09-08 2:25:00,24576.5,19.3,101699.6,14.9,19.1,69.3,0,0,19.3
420,2022-09-08 2:30:00,23670.7,19.3,101694.8,14.8,19.1,69.1,0,0,19.3
421,2022-09-08 2:35:00,23840.1,19.3,101695.5,14.8,19.1,69.1,0,0,19.3
422,2022-09-08 2:40:00,24015.2,19.3,101693.9,14.8,19.1,69.1,0,0,19.3
423,2022-09-08 2:45:00,24394.5,19.2,101694.8,14.8,19,69.1,0,0,19.2
424,2022-09-08 2:50:00,23697.2,19.3,101691,14.7,19,69,0,0,19.3
425,2022-09-08 2:55:00,23963.2,19.3,101693.9,14.8,19,69.3,0,0,19.3
426,2022-09-08 3:00:00,23937.7,19.3,101692.6,14.8,19,69.3,0,0,19.3
427,2022-09-08 3:05:00,24170.6,19.2,101687.2,14.8,19,69.4,0,0,19.2
428,2022-09-08 3:10:00,24375.3,19.2,101685.6,14.7,19,69.4,0,0,19.2
429,2022-09-08 3:15:00,23479,19.1,101686.3,14.8,18.9,69.8,0,0,19.1
430,2022-09-08 3:20:00,23458.6,19.1,101684.7,14.8,18.9,70.1,0,0,19.1
431,2022-09-08 3:25:00,23193.9,19,101684.2,14.8,18.8,70.6,0,0,19
432,2022-09-08 3:30:00,23020.9,19,101682.7,14.7,18.8,70.4,0,0,19
433,2022-09-08 3:35:00,23610.8,18.9,101685.4,14.7,18.7,70.4,0,0,18.9
434,2022-09-08 3:40:00,23082.5,18.9,101687.4,14.7,18.7,70.7,0,0,18.9
435,2022-09-08 3:45:00,23216,18.8,101686,14.7,18.6,71.1,0,0,18.8
436,2022-09-08 3:50:00,23191.5,18.8,101688.5,14.7,18.6,71.3,0,0,18.8
437,2022-09-08 3:55:00,23030.5,18.8,101690.6,14.7,18.6,71.4,0,0,18.8
438,2022-09-08 4:00:00,22642.4,18.8,101691.7,14.7,18.6,71.7,0,0,18.8
439,2022-09-08 4:05:00,22912.3,18.8,101686.7,14.7,18.6,71.6,0,0,18.8
440,2022-09-08 4:10:00,22984.4,18.7,101688.1,14.6,18.5,71.3,0,0,18.7
441,2022-09-08 4:15:00,23881,18.7,101684.5,14.6,18.5,71.5,0,0,18.7
442,2022-09-08 4:20:00,22914.6,18.7,101679.5,14.6,18.4,71.5,0,0,18.7
443,2022-09-08 4:25:00,23172.9,18.7,101678.1,14.7,18.5,72,0,0,18.7
444,2022-09-08 4:30:00,22607.6,18.6,101674.7,14.7,18.4,72,0,0,18.6
445,2022-09-08 4:35:00,23428.7,18.6,101671.1,14.7,18.4,72.3,0,0,18.6
446,2022-09-08 4:40:00,22551.3,18.6,101669.8,14.7,18.4,72.7,1,0,18.6
447,2022-09-08 4:45:00,23181.8,18.6,101672.3,14.7,18.4,72.7,1.9,0,17
448,2022-09-08 4:50:00,23096.5,18.5,101670,14.7,18.4,72.7,4.1,0,17
449,2022-09-08 4:55:00,23117.1,17.1,101670.7,12.7,16.7,69.3,41.1,0,17.1
450,2022-09-08 5:00:00,23897.1,16.9,101670.2,12.7,16.5,70,7.7,0,16.9
451,2022-09-08 5:05:00,23072,16.9,101675.4,12.6,16.5,69.7,10.2,0,16.9
452,2022-09-08 5:10:00,23645.6,16.9,101682.7,12.5,16.4,69.4,12.7,0,16.9
453,2022-09-08 5:15:00,24760.7,16.9,101688.5,12.6,16.4,69.7,15,0,16.9
454,2022-09-08 5:20:00,23126.9,16.9,101692.6,12.6,16.4,69.9,17.3,0,16.9
455,2022-09-08 5:25:00,23311.1,16.9,101695.7,12.6,16.5,69.7,21.6,0,16.9
456,2022-09-08 5:30:00,22886.5,16.9,101700,12.7,16.5,69.7,28.5,0,16.9
457,2022-09-08 5:35:00,22440.2,17,101700,12.7,16.6,69.7,37.2,0,17
458,2022-09-08 5:40:00,23603.6,17.1,101703,12.7,16.7,69.3,45.6,0,17.1
459,2022-09-08 5:45:00,25809.1,17.2,101709.5,12.8,16.8,68.8,58.3,0,17.2
460,2022-09-08 5:50:00,26654.8,17.3,101718.3,12.8,16.9,68.5,62.7,0,17.3
461,2022-09-08 5:55:00,27267.7,19,101718.1,14.9,18.8,71.4,75.7,0,19
462,2022-09-08 6:00:00,26729.9,19.1,101718.8,14.9,18.9,70.8,94,0,19.1
463,2022-09-08 6:05:00,26470.5,19.3,101714,15,19.1,70.7,100,0.1,19.3
464,2022-09-08 6:10:00,27047,19.4,101713.1,15.1,19.3,70.4,96.7,0.3,19.4
465,2022-09-08 6:15:00,27583.7,19.5,101714.9,15.2,19.4,70.2,106.2,0.4,19.5
466,2022-09-08 6:20:00,27311,19.6,101714.7,15.3,19.5,70.1,129.5,0.4,19.6
467,2022-09-08 6:25:00,27782.1,19.8,101711.8,15.4,19.7,69.8,138.1,0.4,19.8
468,2022-09-08 6:30:00,28745,20,101710.9,15.4,19.9,69.1,136.5,0.5,20
469,2022-09-08 6:35:00,28692.5,20.2,101712,15.5,20,68.2,139.3,0.5,20.2
470,2022-09-08 6:40:00,28410.5,20.4,101714.3,15.5,20.2,67.5,139.1,0.5,20.4
471,2022-09-08 6:45:00,28475.2,20.5,101711.8,15.6,20.4,67.3,176.1,0.6,20.5
472,2022-09-08 6:50:00,27779.5,20.7,101712,15.5,20.6,65.7,212,0.7,20.7
473,2022-09-08 6:55:00,26376.8,21,101711.5,15.5,20.8,64.5,226.3,0.7,21
474,2022-09-08 7:00:00,26069.7,21.2,101710,15.4,21.1,62.9,233.5,0.8,21.2
475,2022-09-08 7:05:00,25726,21.5,101711.1,15.6,21.4,62.5,251,0.9,21.5
476,2022-09-08 7:10:00,27934.8,21.9,101705.9,15.6,21.7,61.1,270.1,0.9,21.9
477,2022-09-08 7:15:00,26914.2,22.2,101707.5,15.7,22,59.8,272.2,0.9,22.2
478,2022-09-08 7:20:00,26818,22.4,101710,15.8,22.3,59.3,246.6,1,22.4
479,2022-09-08 7:25:00,27008.6,22.6,101713.4,15.9,22.4,59.2,276.2,1.1,22.6
480,2022-09-08 7:30:00,28329.5,22.7,101714.7,16,22.6,59.2,297.8,1.1,22.7
481,2022-09-08 7:35:00,27794.1,22.9,101719.9,16,22.7,58.5,301.2,1.2,22.9
482,2022-09-08 7:40:00,28253.3,23,101721.9,16.1,22.9,58.9,306.1,1.3,23
483,2022-09-08 7:45:00,28269.8,23.2,101726.7,16.3,23.1,59.1,303.5,1.3,23.2
484,2022-09-08 7:50:00,28559.7,23.2,101726.2,16.4,23.2,59.1,319.3,1.4,23.2
485,2022-09-08 7:55:00,29053.4,23.4,101724.9,16.4,23.3,59.1,320.9,1.4,23.4
486,2022-09-08 8:00:00,29515.8,23.4,101726.4,16.4,23.3,58.7,338.9,1.6,23.4
487,2022-09-08 8:05:00,29759.7,23.5,101727.1,16.4,23.4,58.6,376.7,1.8,23.5
488,2022-09-08 8:10:00,29362.8,23.5,101727.4,16.4,23.5,58.3,397.1,2,23.5
489,2022-09-08 8:15:00,29854.2,23.6,101728.7,16.4,23.6,57.8,370,1.8,23.6
490,2022-09-08 8:20:00,30383.7,23.8,101733.7,16.3,23.7,57.1,368.5,1.7,23.8
491,2022-09-08 8:25:00,30548.9,23.9,101737.5,16.4,23.8,56.9,373.1,1.8,23.9
492,2022-09-08 8:30:00,29959.1,24,101739.8,16.5,24,56.9,396.1,2.1,24
493,2022-09-08 8:35:00,29255.2,24.1,101744.7,16.4,24,56.5,410.3,2.2,24.1
494,2022-09-08 8:40:00,30178.2,24.1,101747.7,16.5,24.1,56.5,399,2,24.1
495,2022-09-08 8:45:00,31193.2,24.2,101749.2,16.4,24.1,55.9,364.7,2,24.2
496,2022-09-08 8:50:00,30286.5,24.3,101748.3,16.3,24.2,55,418.7,2.2,24.3
497,2022-09-08 8:55:00,30638,24.5,101745.9,16.4,24.4,54.5,446.4,2.4,24.5
498,2022-09-08 9:00:00,30622.1,24.7,101743.6,16.4,24.6,53.8,477.6,2.7,24.7
499,2022-09-08 9:05:00,32286.4,24.7,101742.9,16.4,24.6,53.9,488.5,2.8,24.7
500,2022-09-08 9:10:00,30344,24.8,101740.9,16.5,24.7,53.9,500.7,3,24.8
501,2022-09-08 9:15:00,31009.7,24.9,101743.2,16.4,24.8,53.2,571.8,3.3,24.9
502,2022-09-08 9:20:00,31390.2,25,101743.6,16.4,24.9,52.6,587.3,3.3,25
503,2022-09-08 9:25:00,32839.4,25.2,101742.5,16.4,25.1,52,578.5,3.3,25.2
504,2022-09-08 9:30:00,31960.5,25.2,101738.4,16.3,25.1,51.4,590.8,3.4,25.2
505,2022-09-08 9:35:00,31771,25.2,101737.1,16.4,25.2,51.4,601.6,3.4,25.2
506,2022-09-08 9:40:00,30004,25.3,101734.6,16.1,25.2,50.3,655.6,3.7,25.3
507,2022-09-08 9:45:00,30495.1,25.3,101729.8,16.2,25.2,50.5,676.9,3.6,25.3
508,2022-09-08 9:50:00,29756.4,25.5,101727.4,16.2,25.4,49.5,586.5,3.5,25.5
509,2022-09-08 9:55:00,30536.4,25.7,101725.8,16.3,25.6,49.1,620.1,3.6,25.7
510,2022-09-08 10:00:00,31169.1,25.8,101720.1,16.2,25.7,48.1,612.1,3.6,25.8
511,2022-09-08 10:05:00,31209.4,25.9,101716.1,16,25.7,47.2,579.5,3.5,25.9
512,2022-09-08 10:10:00,32402.2,25.9,101709.1,15.9,25.8,46.5,569.3,3.4,25.9
513,2022-09-08 10:15:00,32403.4,26,101708.4,16.1,25.8,47.1,571.1,3.6,26
514,2022-09-08 10:20:00,31005.5,26,101708.2,16.1,25.9,47.3,605.2,3.8,26
515,2022-09-08 10:25:00,29907.4,26.2,101707.3,16.1,26.1,46.5,701.6,3.9,26.2
516,2022-09-08 10:30:00,31264.4,26.4,101701.2,16.1,26.2,46,519.9,3.4,26.4
517,2022-09-08 10:35:00,32600.2,26.4,101699.1,16,26.2,45.5,568.9,3.7,26.4
518,2022-09-08 10:40:00,33351.9,26.4,101694.8,16.1,26.2,45.9,743,4.2,26.4
519,2022-09-08 10:45:00,32203.4,26.6,101687.6,16,26.3,45.1,828.7,4.4,26.6
520,2022-09-08 10:50:00,30643.8,26.7,101685.1,15.7,26.4,43.8,586.1,3.9,26.7
521,2022-09-08 10:55:00,29780.3,26.8,101685.1,16.1,26.5,44.6,581.5,4,26.8
522,2022-09-08 11:00:00,29877,26.9,101677.7,16.2,26.9,44.5,746.4,4.2,26.9
523,2022-09-08 11:05:00,30568.6,27,101675.9,16.3,27,44.3,691.2,4,27
524,2022-09-08 11:10:00,32739.4,27,101675,16.4,27,44.5,685.7,3.9,27
525,2022-09-08 11:15:00,33514.3,27.1,101670.5,16.5,27.2,44.7,636.2,3.6,27.1
526,2022-09-08 11:20:00,32848.2,27.1,101662.3,16.5,27.2,44.5,628.1,3.6,27.1
527,2022-09-08 11:25:00,32538.9,27,101658,16.4,27.1,44.4,639.5,3.6,27
528,2022-09-08 11:30:00,32437,27,101657.8,16.3,26.9,44.5,636.5,3.5,27
529,2022-09-08 11:35:00,33193.3,27.1,101655.3,16.5,26.9,45,653.7,3.5,27.1
530,2022-09-08 11:40:00,32345.5,27.1,101649.5,16.5,26.9,45.1,536.3,3.2,27.1
531,2022-09-08 11:45:00,34440.2,27.1,101643.1,16.5,26.9,45.1,533.8,3.4,27.1
532,2022-09-08 11:50:00,34347,27.2,101640.4,16.5,27.1,44.6,649.3,3.8,27.2
533,2022-09-08 11:55:00,35222.1,27.4,101638.2,16.6,27.2,44.5,709,3.8,27.4
534,2022-09-08 12:00:00,33400.6,27.6,101639.1,16.8,27.3,44.3,666.7,3.6,27.6
535,2022-09-08 12:05:00,31250.2,27.6,101635.5,16.8,27.6,44.4,679.3,3.5,27.6
536,2022-09-08 12:10:00,26038.6,27.7,101632.1,16.9,27.7,44.4,648.9,3.4,27.7
537,2022-09-08 12:15:00,25482,27.7,101629.6,16.8,27.7,44.1,514.9,3,27.7
538,2022-09-08 12:20:00,24709.6,27.5,101626.4,16.8,27.4,44.7,509.9,3.1,27.5
539,2022-09-08 12:25:00,25353.6,27.4,101624.6,16.7,27.1,45.1,618.1,3.3,27.4
540,2022-09-08 12:30:00,25070.8,27.2,101615.8,16.8,27,45.7,622.9,3.3,27.2
541,2022-09-08 12:35:00,25223.6,27.3,101607.2,16.8,27.1,45.5,680.9,3.5,27.3
542,2022-09-08 12:40:00,27505,27.4,101600.7,16.8,27.2,45,669.4,3.8,27.4
543,2022-09-08 12:45:00,26839.3,27.5,101592.8,16.9,27.5,45.1,594.6,3.2,27.5
544,2022-09-08 12:50:00,24655.1,27.7,101583.8,17,27.4,44.9,560.7,3,27.7
545,2022-09-08 12:55:00,23634,27.8,101578.1,16.9,27.5,44.3,620.3,3.2,27.8
546,2022-09-08 13:00:00,23330.1,27.8,101570,16.9,27.5,44.3,601.1,3.2,27.8
547,2022-09-08 13:05:00,24455.6,27.7,101561,16.8,27.4,44.4,577.6,2.9,27.7
548,2022-09-08 13:10:00,23771.6,27.7,101555.3,16.9,27.4,44.6,667.8,3.3,27.7
549,2022-09-08 13:15:00,23025.6,27.8,101551.5,16.9,27.4,44.5,693.4,3.2,27.8
550,2022-09-08 13:20:00,24821.7,27.9,101549,17,27.5,44.3,578.5,2.9,27.9
551,2022-09-08 13:25:00,27218.9,28,101543.6,17,27.7,43.9,619.3,2.9,28
552,2022-09-08 13:30:00,27145.4,28.2,101539.1,17.1,28,43.8,666.2,3,28.2
553,2022-09-08 13:35:00,26279,28.4,101538.2,17.1,28.2,43.1,672.1,3,28.4
554,2022-09-08 13:40:00,27687,28.4,101536.8,17.1,28.2,42.7,641.4,2.9,28.4
555,2022-09-08 13:45:00,26166.6,28.4,101532.5,17.1,28.2,42.9,632.7,2.7,28.4
556,2022-09-08 13:50:00,24974.1,28.5,101525.3,17.2,28.3,42.7,604.2,2.6,28.5
557,2022-09-08 13:55:00,26328.2,28.6,101522.8,17.2,28.4,42.8,499.9,2.3,28.6
558,2022-09-08 14:00:00,27731,28.7,101523.7,17.1,28.4,42.3,378.6,1.9,28.7
559,2022-09-08 14:05:00,28024,28.4,101520.6,16.8,28.1,42.2,285.1,1.7,28.4
560,2022-09-08 14:10:00,27362,28,101513.3,16.9,27.6,43.4,288.7,1.8,28
561,2022-09-08 14:15:00,27386.8,27.9,101508.1,16.7,27.5,43.5,420.1,2,27.9
562,2022-09-08 14:20:00,26095.9,27.8,101504.3,16.7,27.4,43.7,436.4,1.9,27.8
563,2022-09-08 14:25:00,26546.2,27.8,101501.8,16.7,27.4,43.6,412.4,1.8,27.8
564,2022-09-08 14:30:00,26546.2,27.7,101499.6,16.7,27.3,43.7,426,1.8,27.7
565,2022-09-08 14:35:00,24703.4,27.6,101495.9,16.7,27.2,44.1,430.4,1.7,27.6
566,2022-09-08 14:40:00,24076.8,27.5,101490.8,16.7,27.2,44.2,357.1,1.6,27.5
567,2022-09-08 14:45:00,25047,27.6,101488,16.9,27.3,44.6,334.7,1.6,27.6
568,2022-09-08 14:50:00,27079.7,27.7,101487.1,16.9,27.4,44.4,410.5,1.6,27.7
569,2022-09-08 14:55:00,26077.4,27.8,101489.6,16.8,27.4,44.1,397.7,1.5,27.8
570,2022-09-08 15:00:00,26434.7,27.7,101490.3,16.6,27.5,43.6,317.5,1.4,27.7
571,2022-09-08 15:05:00,26296.4,27.5,101486.9,16.6,27.5,43.8,304.8,1.3,27.5
572,2022-09-08 15:10:00,26818.8,27.5,101484.9,16.6,27.5,43.5,346.4,1.3,27.5
573,2022-09-08 15:15:00,26074.9,27.6,101480.1,16.7,27.6,43.6,266.1,1.1,27.6
574,2022-09-08 15:20:00,25406.4,27.6,101479.5,16.7,27.6,43.7,240.1,1,27.6
575,2022-09-08 15:25:00,24493.1,27.6,101477.9,16.6,27.5,43.7,293.1,1,27.6
576,2022-09-08 15:30:00,24596.3,27.5,101478.3,16.6,27.5,43.7,268,0.9,27.5
577,2022-09-08 15:35:00,24827.4,27.5,101478.8,16.6,27.5,43.9,232.4,0.9,27.5
578,2022-09-08 15:40:00,24212.9,27.4,101477.4,16.6,27.4,44.3,277.1,0.8,27.4
579,2022-09-08 15:45:00,24247.1,27.3,101476.3,16.6,27.1,44.7,244.6,0.8,27.3
580,2022-09-08 15:50:00,23719.5,27.2,101475,16.6,27,45.1,217.2,0.7,27.2
581,2022-09-08 15:55:00,23929.5,27.1,101474.3,16.5,26.8,45.3,202.7,0.7,27.1
582,2022-09-08 16:00:00,24026.9,27,101471.8,16.5,26.7,45.6,204.8,0.6,27
583,2022-09-08 16:05:00,23513.5,27,101470.9,16.5,26.7,45.7,178.3,0.5,27
584,2022-09-08 16:10:00,25129.8,27,101468.6,16.6,26.7,45.9,178,0.4,27
585,2022-09-08 16:15:00,23826.3,26.9,101463.9,16.5,26.6,45.7,162.8,0.4,26.9
586,2022-09-08 16:20:00,24185.8,26.8,101457.8,16.6,26.6,46.5,141.6,0.3,26.8
587,2022-09-08 16:25:00,23187.6,26.7,101457.1,16.4,26.4,46.3,134.4,0.2,26.7
588,2022-09-08 16:30:00,23725.2,26.5,101457.6,16.4,26.2,46.7,119,0.2,26.5
589,2022-09-08 16:35:00,23974.5,26.4,101456.7,16.4,26.2,47.2,102.8,0.2,26.4
590,2022-09-08 16:40:00,23235.7,26.4,101453.3,16.3,26.1,47.3,91.3,0,26.4
591,2022-09-08 16:45:00,22695,26.3,101453.3,16.3,26,47.3,80.2,0,26.3
592,2022-09-08 16:50:00,22451.5,26.2,101452.2,16.3,26,47.5,68.9,0,26.2
593,2022-09-08 16:55:00,22870.6,26.2,101447.9,16.4,25.9,48.1,59.1,0,26.2
594,2022-09-08 17:00:00,23600.8,26.1,101446.1,16.3,25.8,48.1,49.2,0,26.1
595,2022-09-08 17:05:00,23930.1,25.9,101449.2,16.2,25.7,48.3,40.8,0,25.9
596,2022-09-08 17:10:00,23390.3,25.7,101449.4,16.1,25.6,48.6,33.1,0,25.7
597,2022-09-08 17:15:00,23569.6,25.6,101452.8,16.1,25.5,48.9,25.5,0,25.6
598,2022-09-08 17:20:00,23840.6,25.6,101459.1,16.5,25.5,50.1,20.3,0,25.6
599,2022-09-08 17:25:00,23597.6,25.4,101466.4,16.4,25.4,50.5,14.8,0,25.4
600,2022-09-08 17:30:00,23730.2,25.3,101466.1,16.5,25.2,51.3,11.3,0,25.3
601,2022-09-08 17:35:00,22441.6,25.1,101464.8,16.5,25,51.7,8.1,0,25.1
602,2022-09-08 17:40:00,22673.6,24.9,101470.9,16.4,24.8,52.3,5.5,0,24.9
603,2022-09-08 17:45:00,23417.2,24.7,101472.7,16.4,24.7,52.9,3.6,0,24.7
604,2022-09-08 17:50:00,22501,24.5,101470.9,16.3,24.4,53,2.3,0,24.5
605,2022-09-08 17:55:00,24116.1,24.4,101470.7,16.3,24.3,53.7,1.3,0,24.4
606,2022-09-08 18:00:00,23498,24.3,101476.8,16.2,24.2,53.7,0,0,24.3
607,2022-09-08 18:05:00,27787.3,24.1,101480.4,16.2,24,54.3,0,0,24.1
608,2022-09-08 18:10:00,29151.8,24,101482.4,16.2,23.9,55,0,0,24
609,2022-09-08 18:15:00,27670.2,23.8,101485.1,16.3,23.7,55.7,0,0,23.8
610,2022-09-08 18:20:00,27556.2,23.7,101488,16.3,23.6,56.5,0,0,23.7
611,2022-09-08 18:25:00,27926.9,23.6,101493.5,16.3,23.5,56.9,0,0,23.6
612,2022-09-08 18:30:00,27706.3,23.4,101496.4,16.3,23.3,57.7,0,0,23.4
613,2022-09-08 18:35:00,28973.1,23.3,101500.2,16.4,23.2,58.8,0,0,23.3
614,2022-09-08 18:40:00,30083.5,23.1,101504.5,16.3,23,59.3,0,0,23.1
615,2022-09-08 18:45:00,29956.8,22.9,101507,16.3,22.8,60.3,0,0,22.9
616,2022-09-08 18:50:00,30040.9,22.7,101514.9,16.3,22.6,61.2,0,0,22.7
617,2022-09-08 18:55:00,28618.8,22.6,101521.7,16.2,22.5,61.7,0,0,22.6
618,2022-09-08 19:00:00,28016.2,22.4,101524.4,16.2,22.4,62.3,0,0,22.4
619,2022-09-08 19:05:00,27268.8,22.3,101528,16.2,22.3,63,0,0,22.3
620,2022-09-08 19:10:00,27359.9,22.2,101531.8,16.2,22.2,63.3,0,0,22.2
621,2022-09-08 19:15:00,28483.9,22.1,101539.5,16.2,22,63.9,0,0,22.1
